2025-09-22T00-25-44,neutral,uploads\2025-09-22T00-25-44_neutral_Fadel.jpg,Fadel
2025-09-22T00-25-46,happy,uploads\2025-09-22T00-25-46_happy_Fadel.jpg,Fadel
2025-09-22T00-25-50,happy,uploads\2025-09-22T00-25-50_happy_Fadel.jpg,Fadel
2025-09-22T00-25-53,happy,uploads\2025-09-22T00-25-53_happy_Fadel.jpg,Fadel
2025-09-22T00-25-56,happy,uploads\2025-09-22T00-25-56_happy_Fadel.jpg,Fadel
2025-09-22T00-25-59,fear,uploads\2025-09-22T00-25-59_fear_Fadel.jpg,Fadel
2025-09-22T00-26-02,fear,uploads\2025-09-22T00-26-02_fear_Fadel.jpg,Fadel
2025-09-22T00-26-05,neutral,uploads\2025-09-22T00-26-05_neutral_Fadel.jpg,Fadel
2025-09-22T00-26-08,fear,uploads\2025-09-22T00-26-08_fear_Fadel.jpg,Fadel
2025-09-22T00-26-11,fear,uploads\2025-09-22T00-26-11_fear_Fadel.jpg,Fadel
2025-09-22T00-26-14,sad,uploads\2025-09-22T00-26-14_sad_Fadel.jpg,Fadel
2025-09-22T00-26-17,fear,uploads\2025-09-22T00-26-17_fear_Fadel.jpg,Fadel
2025-09-22T00-26-20,fear,uploads\2025-09-22T00-26-20_fear_Fadel.jpg,Fadel
2025-09-22T00-26-23,fear,uploads\2025-09-22T00-26-23_fear_Fadel.jpg,Fadel
2025-09-22T00-26-26,fear,uploads\2025-09-22T00-26-26_fear_Unknown.jpg,Unknown
2025-09-22T00-26-29,sad,uploads\2025-09-22T00-26-29_sad_Unknown.jpg,Unknown
2025-09-22T00-26-32,fear,uploads\2025-09-22T00-26-32_fear_Unknown.jpg,Unknown
2025-09-22T00-26-35,fear,uploads\2025-09-22T00-26-35_fear_Unknown.jpg,Unknown
2025-09-22T00-26-38,fear,uploads\2025-09-22T00-26-38_fear_Unknown.jpg,Unknown
2025-09-22T00-26-40,fear,uploads\2025-09-22T00-26-40_fear_Unknown.jpg,Unknown
2025-09-22T00-26-44,sad,uploads\2025-09-22T00-26-44_sad_Unknown.jpg,Unknown
2025-09-22T00-26-46,fear,uploads\2025-09-22T00-26-46_fear_Unknown.jpg,Unknown
2025-09-22T00-26-50,fear,uploads\2025-09-22T00-26-50_fear_Unknown.jpg,Unknown
2025-09-22T00-26-53,fear,uploads\2025-09-22T00-26-53_fear_Unknown.jpg,Unknown
2025-09-22T00-26-56,sad,uploads\2025-09-22T00-26-56_sad_Unknown.jpg,Unknown
2025-09-22T00-26-59,sad,uploads\2025-09-22T00-26-59_sad_Unknown.jpg,Unknown
2025-09-22T00-27-01,sad,uploads\2025-09-22T00-27-01_sad_Fadel.jpg,Fadel
2025-09-22T00-27-05,sad,uploads\2025-09-22T00-27-05_sad_Fadel.jpg,Fadel
2025-09-22T00-27-08,sad,uploads\2025-09-22T00-27-08_sad_Unknown.jpg,Unknown
2025-09-22T00-27-10,sad,uploads\2025-09-22T00-27-10_sad_Unknown.jpg,Unknown
2025-09-22T00-27-14,sad,uploads\2025-09-22T00-27-14_sad_Unknown.jpg,Unknown
2025-09-22T00-27-17,neutral,uploads\2025-09-22T00-27-17_neutral_Fadel.jpg,Fadel
2025-09-22T00-27-20,neutral,uploads\2025-09-22T00-27-20_neutral_Fadel.jpg,Fadel
2025-09-22T00-27-23,happy,uploads\2025-09-22T00-27-23_happy_Fadel.jpg,Fadel
